序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
800,接收,17:27:31.243.0,0x00000123,数据帧,标准帧,0x08,08 01 01 02 05 09 00 00 
801,接收,17:27:31.243.0,0x00000123,数据帧,标准帧,0x08,08 02 01 02 05 09 00 00 
802,接收,17:27:31.243.0,0x00000123,数据帧,标准帧,0x08,08 03 01 02 05 09 00 00 
803,接收,17:27:31.288.0,0x00000123,数据帧,标准帧,0x08,08 04 01 02 05 09 00 00 
804,接收,17:27:31.381.0,0x00000123,数据帧,标准帧,0x08,08 05 01 02 05 09 00 00 
805,接收,17:27:31.537.0,0x00000123,数据帧,标准帧,0x08,08 06 01 02 05 09 00 00 
806,接收,17:27:31.537.0,0x00000123,数据帧,标准帧,0x08,08 07 01 02 05 09 00 00 
807,接收,17:27:31.631.0,0x00000123,数据帧,标准帧,0x08,08 08 01 02 05 09 00 00 
808,接收,17:27:31.631.0,0x00000123,数据帧,标准帧,0x08,08 09 01 02 05 09 00 00 
809,接收,17:27:31.752.0,0x00000123,数据帧,标准帧,0x08,08 10 01 02 05 09 00 00 
810,接收,17:27:31.752.0,0x00000123,数据帧,标准帧,0x08,08 11 01 02 05 09 00 00 
811,接收,17:27:31.906.0,0x00000123,数据帧,标准帧,0x08,08 12 01 02 05 09 00 00 
812,接收,17:27:31.906.0,0x00000123,数据帧,标准帧,0x08,08 13 01 02 05 09 00 00 
813,接收,17:27:32.031.0,0x00000123,数据帧,标准帧,0x08,08 14 01 02 05 09 00 00 
814,接收,17:27:32.031.0,0x00000123,数据帧,标准帧,0x08,08 15 01 02 05 09 00 00 
815,接收,17:27:32.185.0,0x00000123,数据帧,标准帧,0x08,08 16 01 02 05 09 00 00 
816,接收,17:27:32.185.0,0x00000123,数据帧,标准帧,0x08,08 17 01 02 05 09 00 00 
817,接收,17:27:32.185.0,0x00000123,数据帧,标准帧,0x08,08 18 01 02 05 09 00 00 
818,接收,17:27:32.314.0,0x00000123,数据帧,标准帧,0x08,08 19 01 02 05 09 00 00 
819,接收,17:27:32.439.0,0x00000123,数据帧,标准帧,0x08,08 20 01 02 05 09 00 00 
820,接收,17:27:32.439.0,0x00000123,数据帧,标准帧,0x08,08 21 01 02 05 09 00 00 
821,接收,17:27:32.470.0,0x00000123,数据帧,标准帧,0x08,08 22 01 02 05 09 00 00 
822,接收,17:27:32.579.0,0x00000123,数据帧,标准帧,0x08,08 23 01 02 05 09 00 00 
823,接收,17:27:32.737.0,0x00000123,数据帧,标准帧,0x08,08 24 01 02 05 09 00 00 
824,接收,17:27:32.737.0,0x00000123,数据帧,标准帧,0x08,08 25 01 02 05 09 00 00 
825,接收,17:27:32.737.0,0x00000123,数据帧,标准帧,0x08,08 26 01 02 05 09 00 00 
826,接收,17:27:32.875.0,0x00000123,数据帧,标准帧,0x08,08 27 01 02 05 09 00 00 
827,接收,17:27:32.875.0,0x00000123,数据帧,标准帧,0x08,08 28 01 02 05 09 00 00 
828,接收,17:27:33.015.0,0x00000123,数据帧,标准帧,0x08,08 29 01 02 05 09 00 00 
829,接收,17:27:33.015.0,0x00000123,数据帧,标准帧,0x08,08 30 01 02 05 09 00 00 
830,接收,17:27:33.159.0,0x00000123,数据帧,标准帧,0x08,08 31 01 02 05 09 00 00 
831,接收,17:27:33.159.0,0x00000123,数据帧,标准帧,0x08,08 32 01 02 05 09 00 00 
832,接收,17:27:33.159.0,0x00000123,数据帧,标准帧,0x08,08 33 01 02 05 09 00 00 
833,接收,17:27:33.256.0,0x00000123,数据帧,标准帧,0x08,08 34 01 02 05 09 00 00 
834,接收,17:27:33.404.0,0x00000123,数据帧,标准帧,0x08,08 35 01 02 05 09 00 00 
835,接收,17:27:33.404.0,0x00000123,数据帧,标准帧,0x08,08 36 01 02 05 09 00 00 
836,接收,17:27:33.404.0,0x00000123,数据帧,标准帧,0x08,08 37 01 02 05 09 00 00 
837,接收,17:27:33.526.0,0x00000123,数据帧,标准帧,0x08,08 38 01 02 05 09 00 00 
838,接收,17:27:33.700.0,0x00000123,数据帧,标准帧,0x08,08 39 01 02 05 09 00 00 
839,接收,17:27:33.700.0,0x00000123,数据帧,标准帧,0x08,08 40 01 02 05 09 00 00 
840,接收,17:27:33.714.0,0x00000123,数据帧,标准帧,0x08,08 41 01 02 05 09 00 00 
841,接收,17:27:33.730.0,0x00000123,数据帧,标准帧,0x08,08 42 01 02 05 09 00 00 
842,接收,17:27:33.808.0,0x00000123,数据帧,标准帧,0x08,08 43 01 02 05 09 00 00 
843,接收,17:27:33.947.0,0x00000123,数据帧,标准帧,0x08,08 44 01 02 05 09 00 00 
844,接收,17:27:33.947.0,0x00000123,数据帧,标准帧,0x08,08 45 01 02 05 09 00 00 
845,接收,17:27:34.088.0,0x00000123,数据帧,标准帧,0x08,08 46 01 02 05 09 00 00 
846,接收,17:27:34.088.0,0x00000123,数据帧,标准帧,0x08,08 47 01 02 05 09 00 00 
847,接收,17:27:34.207.0,0x00000123,数据帧,标准帧,0x08,08 48 01 02 05 09 00 00 
848,接收,17:27:34.207.0,0x00000123,数据帧,标准帧,0x08,08 49 01 02 05 09 00 00 
849,接收,17:27:34.357.0,0x00000123,数据帧,标准帧,0x08,08 50 01 02 05 09 00 00 
850,接收,17:27:34.357.0,0x00000123,数据帧,标准帧,0x08,08 51 01 02 05 09 00 00 
851,接收,17:27:34.357.0,0x00000123,数据帧,标准帧,0x08,08 52 01 02 05 09 00 00 
852,接收,17:27:34.480.0,0x00000123,数据帧,标准帧,0x08,08 53 01 02 05 09 00 00 
853,接收,17:27:34.480.0,0x00000123,数据帧,标准帧,0x08,08 54 01 02 05 09 00 00 
854,接收,17:27:34.604.0,0x00000123,数据帧,标准帧,0x08,08 55 01 02 05 09 00 00 
855,接收,17:27:34.727.0,0x00000123,数据帧,标准帧,0x08,08 56 01 02 05 09 00 00 
856,接收,17:27:34.727.0,0x00000123,数据帧,标准帧,0x08,08 57 01 02 05 09 00 00 
857,接收,17:27:34.884.0,0x00000123,数据帧,标准帧,0x08,08 58 01 02 05 09 00 00 
858,接收,17:27:34.884.0,0x00000123,数据帧,标准帧,0x08,08 59 01 02 05 09 00 00 
859,接收,17:27:34.884.0,0x00000123,数据帧,标准帧,0x08,08 60 01 02 05 09 00 00 
860,接收,17:27:34.944.0,0x00000123,数据帧,标准帧,0x08,08 61 01 02 05 09 00 00 
861,接收,17:27:35.005.0,0x00000123,数据帧,标准帧,0x08,08 62 01 02 05 09 00 00 
862,接收,17:27:35.161.0,0x00000123,数据帧,标准帧,0x08,08 63 01 02 05 09 00 00 
863,接收,17:27:35.161.0,0x00000123,数据帧,标准帧,0x08,08 64 01 02 05 09 00 00 
864,接收,17:27:35.308.0,0x00000123,数据帧,标准帧,0x08,08 65 01 02 05 09 00 00 
865,接收,17:27:35.308.0,0x00000123,数据帧,标准帧,0x08,08 66 01 02 05 09 00 00 
866,接收,17:27:35.308.0,0x00000123,数据帧,标准帧,0x08,08 67 01 02 05 09 00 00 
867,接收,17:27:35.431.0,0x00000123,数据帧,标准帧,0x08,08 68 01 02 05 09 00 00 
868,接收,17:27:35.431.0,0x00000123,数据帧,标准帧,0x08,08 69 01 02 05 09 00 00 
869,接收,17:27:35.554.0,0x00000123,数据帧,标准帧,0x08,08 70 01 02 05 09 00 00 
870,接收,17:27:35.554.0,0x00000123,数据帧,标准帧,0x08,08 71 01 02 05 09 00 00 
871,接收,17:27:35.708.0,0x00000123,数据帧,标准帧,0x08,08 72 01 02 05 09 00 00 
872,接收,17:27:35.708.0,0x00000123,数据帧,标准帧,0x08,08 73 01 02 05 09 00 00 
873,接收,17:27:35.834.0,0x00000123,数据帧,标准帧,0x08,08 74 01 02 05 09 00 00 
874,接收,17:27:35.834.0,0x00000123,数据帧,标准帧,0x08,08 75 01 02 05 09 00 00 
875,接收,17:27:35.988.0,0x00000123,数据帧,标准帧,0x08,08 76 01 02 05 09 00 00 
876,接收,17:27:35.988.0,0x00000123,数据帧,标准帧,0x08,08 77 01 02 05 09 00 00 
877,接收,17:27:36.113.0,0x00000123,数据帧,标准帧,0x08,08 78 01 02 05 09 00 00 
878,接收,17:27:36.113.0,0x00000123,数据帧,标准帧,0x08,08 79 01 02 05 09 00 00 
879,接收,17:27:36.143.0,0x00000123,数据帧,标准帧,0x08,08 80 01 02 05 09 00 00 
880,接收,17:27:36.237.0,0x00000123,数据帧,标准帧,0x08,08 81 01 02 05 09 00 00 
881,接收,17:27:36.376.0,0x00000123,数据帧,标准帧,0x08,08 82 01 02 05 09 00 00 
882,接收,17:27:36.376.0,0x00000123,数据帧,标准帧,0x08,08 83 01 02 05 09 00 00 
883,接收,17:27:36.534.0,0x00000123,数据帧,标准帧,0x08,08 84 01 02 05 09 00 00 
884,接收,17:27:36.534.0,0x00000123,数据帧,标准帧,0x08,08 85 01 02 05 09 00 00 
885,接收,17:27:36.534.0,0x00000123,数据帧,标准帧,0x08,08 86 01 02 05 09 00 00 
886,接收,17:27:36.655.0,0x00000123,数据帧,标准帧,0x08,08 87 01 02 05 09 00 00 
887,接收,17:27:36.655.0,0x00000123,数据帧,标准帧,0x08,08 88 01 02 05 09 00 00 
888,接收,17:27:36.810.0,0x00000123,数据帧,标准帧,0x08,08 89 01 02 05 09 00 00 
889,接收,17:27:36.810.0,0x00000123,数据帧,标准帧,0x08,08 90 01 02 05 09 00 00 
890,接收,17:27:36.952.0,0x00000123,数据帧,标准帧,0x08,08 91 01 02 05 09 00 00 
891,接收,17:27:36.952.0,0x00000123,数据帧,标准帧,0x08,08 92 01 02 05 09 00 00 
892,接收,17:27:37.060.0,0x00000123,数据帧,标准帧,0x08,08 93 01 02 05 09 00 00 
893,接收,17:27:37.060.0,0x00000123,数据帧,标准帧,0x08,08 94 01 02 05 09 00 00 
894,接收,17:27:37.215.0,0x00000123,数据帧,标准帧,0x08,08 95 01 02 05 09 00 00 
895,接收,17:27:37.215.0,0x00000123,数据帧,标准帧,0x08,08 96 01 02 05 09 00 00 
896,接收,17:27:37.356.0,0x00000123,数据帧,标准帧,0x08,08 97 01 02 05 09 00 00 
897,接收,17:27:37.356.0,0x00000123,数据帧,标准帧,0x08,08 98 01 02 05 09 00 00 
898,接收,17:27:37.371.0,0x00000123,数据帧,标准帧,0x08,08 99 01 02 05 09 00 00 
899,接收,17:27:37.510.0,0x00000123,数据帧,标准帧,0x08,09 00 01 02 05 09 00 00 
900,接收,17:27:37.510.0,0x00000123,数据帧,标准帧,0x08,09 01 01 02 05 09 00 00 
901,接收,17:27:37.649.0,0x00000123,数据帧,标准帧,0x08,09 02 01 02 05 09 00 00 
902,接收,17:27:37.649.0,0x00000123,数据帧,标准帧,0x08,09 03 01 02 05 09 00 00 
903,接收,17:27:37.808.0,0x00000123,数据帧,标准帧,0x08,09 04 01 02 05 09 00 00 
904,接收,17:27:37.808.0,0x00000123,数据帧,标准帧,0x08,09 05 01 02 05 09 00 00 
905,接收,17:27:37.993.0,0x00000123,数据帧,标准帧,0x08,09 06 01 02 05 09 00 00 
906,接收,17:27:37.993.0,0x00000123,数据帧,标准帧,0x08,09 07 01 02 05 09 00 00 
907,接收,17:27:37.993.0,0x00000123,数据帧,标准帧,0x08,09 08 01 02 05 09 00 00 
908,接收,17:27:38.102.0,0x00000123,数据帧,标准帧,0x08,09 09 01 02 05 09 00 00 
909,接收,17:27:38.102.0,0x00000123,数据帧,标准帧,0x08,09 10 01 02 05 09 00 00 
910,接收,17:27:38.259.0,0x00000123,数据帧,标准帧,0x08,09 11 01 02 05 09 00 00 
911,接收,17:27:38.259.0,0x00000123,数据帧,标准帧,0x08,09 12 01 02 05 09 00 00 
912,接收,17:27:38.382.0,0x00000123,数据帧,标准帧,0x08,09 13 01 02 05 09 00 00 
913,接收,17:27:38.382.0,0x00000123,数据帧,标准帧,0x08,09 14 01 02 05 09 00 00 
914,接收,17:27:38.507.0,0x00000123,数据帧,标准帧,0x08,09 15 01 02 05 09 00 00 
915,接收,17:27:38.507.0,0x00000123,数据帧,标准帧,0x08,09 16 01 02 05 09 00 00 
916,接收,17:27:38.523.0,0x00000123,数据帧,标准帧,0x08,09 17 01 02 05 09 00 00 
917,接收,17:27:38.662.0,0x00000123,数据帧,标准帧,0x08,09 18 01 02 05 09 00 00 
918,接收,17:27:38.662.0,0x00000123,数据帧,标准帧,0x08,09 19 01 02 05 09 00 00 
919,接收,17:27:38.786.0,0x00000123,数据帧,标准帧,0x08,09 20 01 02 05 09 00 00 
920,接收,17:27:38.786.0,0x00000123,数据帧,标准帧,0x08,09 21 01 02 05 09 00 00 
921,接收,17:27:38.926.0,0x00000123,数据帧,标准帧,0x08,09 22 01 02 05 09 00 00 
922,接收,17:27:38.926.0,0x00000123,数据帧,标准帧,0x08,09 23 01 02 05 09 00 00 
923,接收,17:27:39.065.0,0x00000123,数据帧,标准帧,0x08,09 24 01 02 05 09 00 00 
924,接收,17:27:39.065.0,0x00000123,数据帧,标准帧,0x08,09 25 01 02 05 09 00 00 
925,接收,17:27:39.207.0,0x00000123,数据帧,标准帧,0x08,09 26 01 02 05 09 00 00 
926,接收,17:27:39.207.0,0x00000123,数据帧,标准帧,0x08,09 27 01 02 05 09 00 00 
927,接收,17:27:39.314.0,0x00000123,数据帧,标准帧,0x08,09 28 01 02 05 09 00 00 
928,接收,17:27:39.314.0,0x00000123,数据帧,标准帧,0x08,09 29 01 02 05 09 00 00 
929,接收,17:27:39.429.0,0x00000123,数据帧,标准帧,0x08,09 30 01 02 05 09 00 00 
930,接收,17:27:39.429.0,0x00000123,数据帧,标准帧,0x08,09 31 01 02 05 09 00 00 
931,接收,17:27:39.557.0,0x00000123,数据帧,标准帧,0x08,09 32 01 02 05 09 00 00 
932,接收,17:27:39.557.0,0x00000123,数据帧,标准帧,0x08,09 33 01 02 05 09 00 00 
933,接收,17:27:39.709.0,0x00000123,数据帧,标准帧,0x08,09 34 01 02 05 09 00 00 
934,接收,17:27:39.709.0,0x00000123,数据帧,标准帧,0x08,09 35 01 02 05 09 00 00 
935,接收,17:27:39.709.0,0x00000123,数据帧,标准帧,0x08,09 36 01 02 05 09 00 00 
936,接收,17:27:39.772.0,0x00000123,数据帧,标准帧,0x08,09 37 01 02 05 09 00 00 
937,接收,17:27:39.822.0,0x00000123,数据帧,标准帧,0x08,09 38 01 02 05 09 00 00 
938,接收,17:27:39.929.0,0x00000123,数据帧,标准帧,0x08,09 39 01 02 05 09 00 00 
939,接收,17:27:40.119.0,0x00000123,数据帧,标准帧,0x08,09 40 01 02 05 09 00 00 
940,接收,17:27:40.119.0,0x00000123,数据帧,标准帧,0x08,09 41 01 02 05 09 00 00 
941,接收,17:27:40.119.0,0x00000123,数据帧,标准帧,0x08,09 42 01 02 05 09 00 00 
942,接收,17:27:40.233.0,0x00000123,数据帧,标准帧,0x08,09 43 01 02 05 09 00 00 
943,接收,17:27:40.233.0,0x00000123,数据帧,标准帧,0x08,09 44 01 02 05 09 00 00 
944,接收,17:27:40.382.0,0x00000123,数据帧,标准帧,0x08,09 45 01 02 05 09 00 00 
945,接收,17:27:40.382.0,0x00000123,数据帧,标准帧,0x08,09 46 01 02 05 09 00 00 
946,接收,17:27:40.514.0,0x00000123,数据帧,标准帧,0x08,09 47 01 02 05 09 00 00 
947,接收,17:27:40.514.0,0x00000123,数据帧,标准帧,0x08,09 48 01 02 05 09 00 00 
948,接收,17:27:40.514.0,0x00000123,数据帧,标准帧,0x08,09 49 01 02 05 09 00 00 
949,接收,17:27:40.627.0,0x00000123,数据帧,标准帧,0x08,09 50 01 02 05 09 00 00 
950,接收,17:27:40.799.0,0x00000123,数据帧,标准帧,0x08,09 51 01 02 05 09 00 00 
951,接收,17:27:40.799.0,0x00000123,数据帧,标准帧,0x08,09 52 01 02 05 09 00 00 
952,接收,17:27:40.799.0,0x00000123,数据帧,标准帧,0x08,09 53 01 02 05 09 00 00 
953,接收,17:27:40.943.0,0x00000123,数据帧,标准帧,0x08,09 54 01 02 05 09 00 00 
954,接收,17:27:40.943.0,0x00000123,数据帧,标准帧,0x08,09 55 01 02 05 09 00 00 
955,接收,17:27:40.943.0,0x00000123,数据帧,标准帧,0x08,09 56 01 02 05 09 00 00 
956,接收,17:27:41.069.0,0x00000123,数据帧,标准帧,0x08,09 57 01 02 05 09 00 00 
957,接收,17:27:41.204.0,0x00000123,数据帧,标准帧,0x08,09 58 01 02 05 09 00 00 
958,接收,17:27:41.204.0,0x00000123,数据帧,标准帧,0x08,09 59 01 02 05 09 00 00 
959,接收,17:27:41.362.0,0x00000123,数据帧,标准帧,0x08,09 60 01 02 05 09 00 00 
960,接收,17:27:41.362.0,0x00000123,数据帧,标准帧,0x08,09 61 01 02 05 09 00 00 
961,接收,17:27:41.362.0,0x00000123,数据帧,标准帧,0x08,09 62 01 02 05 09 00 00 
962,接收,17:27:41.459.0,0x00000123,数据帧,标准帧,0x08,09 63 01 02 05 09 00 00 
963,接收,17:27:41.603.0,0x00000123,数据帧,标准帧,0x08,09 64 01 02 05 09 00 00 
964,接收,17:27:41.603.0,0x00000123,数据帧,标准帧,0x08,09 65 01 02 05 09 00 00 
965,接收,17:27:41.603.0,0x00000123,数据帧,标准帧,0x08,09 66 01 02 05 09 00 00 
966,接收,17:27:41.768.0,0x00000123,数据帧,标准帧,0x08,09 67 01 02 05 09 00 00 
967,接收,17:27:41.768.0,0x00000123,数据帧,标准帧,0x08,09 68 01 02 05 09 00 00 
968,接收,17:27:41.914.0,0x00000123,数据帧,标准帧,0x08,09 69 01 02 05 09 00 00 
969,接收,17:27:41.914.0,0x00000123,数据帧,标准帧,0x08,09 70 01 02 05 09 00 00 
970,接收,17:27:41.914.0,0x00000123,数据帧,标准帧,0x08,09 71 01 02 05 09 00 00 
971,接收,17:27:42.005.0,0x00000123,数据帧,标准帧,0x08,09 72 01 02 05 09 00 00 
972,接收,17:27:42.128.0,0x00000123,数据帧,标准帧,0x08,09 73 01 02 05 09 00 00 
973,接收,17:27:42.142.0,0x00000123,数据帧,标准帧,0x08,09 74 01 02 05 09 00 00 
974,接收,17:27:42.283.0,0x00000123,数据帧,标准帧,0x08,09 75 01 02 05 09 00 00 
975,接收,17:27:42.283.0,0x00000123,数据帧,标准帧,0x08,09 76 01 02 05 09 00 00 
976,接收,17:27:42.405.0,0x00000123,数据帧,标准帧,0x08,09 77 01 02 05 09 00 00 
977,接收,17:27:42.405.0,0x00000123,数据帧,标准帧,0x08,09 78 01 02 05 09 00 00 
978,接收,17:27:42.567.0,0x00000123,数据帧,标准帧,0x08,09 79 01 02 05 09 00 00 
979,接收,17:27:42.567.0,0x00000123,数据帧,标准帧,0x08,09 80 01 02 05 09 00 00 
980,接收,17:27:42.682.0,0x00000123,数据帧,标准帧,0x08,09 81 01 02 05 09 00 00 
981,接收,17:27:42.682.0,0x00000123,数据帧,标准帧,0x08,09 82 01 02 05 09 00 00 
982,接收,17:27:42.805.0,0x00000123,数据帧,标准帧,0x08,09 83 01 02 05 09 00 00 
983,接收,17:27:42.805.0,0x00000123,数据帧,标准帧,0x08,09 84 01 02 05 09 00 00 
984,接收,17:27:42.964.0,0x00000123,数据帧,标准帧,0x08,09 85 01 02 05 09 00 00 
985,接收,17:27:42.964.0,0x00000123,数据帧,标准帧,0x08,09 86 01 02 05 09 00 00 
986,接收,17:27:42.964.0,0x00000123,数据帧,标准帧,0x08,09 87 01 02 05 09 00 00 
987,接收,17:27:43.114.0,0x00000123,数据帧,标准帧,0x08,09 88 01 02 05 09 00 00 
988,接收,17:27:43.114.0,0x00000123,数据帧,标准帧,0x08,09 89 01 02 05 09 00 00 
989,接收,17:27:43.114.0,0x00000123,数据帧,标准帧,0x08,09 90 01 02 05 09 00 00 
990,接收,17:27:43.227.0,0x00000123,数据帧,标准帧,0x08,09 91 01 02 05 09 00 00 
991,接收,17:27:43.273.0,0x00000123,数据帧,标准帧,0x08,09 92 01 02 05 09 00 00 
992,接收,17:27:43.352.0,0x00000123,数据帧,标准帧,0x08,09 93 01 02 05 09 00 00 
993,接收,17:27:43.510.0,0x00000123,数据帧,标准帧,0x08,09 94 01 02 05 09 00 00 
994,接收,17:27:43.510.0,0x00000123,数据帧,标准帧,0x08,09 95 01 02 05 09 00 00 
995,接收,17:27:43.510.0,0x00000123,数据帧,标准帧,0x08,09 96 01 02 05 09 00 00 
996,接收,17:27:43.653.0,0x00000123,数据帧,标准帧,0x08,09 97 01 02 05 09 00 00 
997,接收,17:27:43.653.0,0x00000123,数据帧,标准帧,0x08,09 98 01 02 05 09 00 00 
998,接收,17:27:43.805.0,0x00000123,数据帧,标准帧,0x08,09 99 01 02 05 09 00 00 
999,接收,17:27:43.805.0,0x00000123,数据帧,标准帧,0x08,10 00 01 02 05 09 00 00 
1000,接收,17:27:43.805.0,0x00000123,数据帧,标准帧,0x08,10 01 01 02 05 09 00 00 
1001,接收,17:27:43.957.0,0x00000123,数据帧,标准帧,0x08,10 02 01 02 05 09 00 00 
1002,接收,17:27:43.957.0,0x00000123,数据帧,标准帧,0x08,10 03 01 02 05 09 00 00 
1003,接收,17:27:44.105.0,0x00000123,数据帧,标准帧,0x08,10 04 01 02 05 09 00 00 
1004,接收,17:27:44.105.0,0x00000123,数据帧,标准帧,0x08,10 05 01 02 05 09 00 00 
1005,接收,17:27:44.105.0,0x00000123,数据帧,标准帧,0x08,10 06 01 02 05 09 00 00 
1006,接收,17:27:44.258.0,0x00000123,数据帧,标准帧,0x08,10 07 01 02 05 09 00 00 
1007,接收,17:27:44.258.0,0x00000123,数据帧,标准帧,0x08,10 08 01 02 05 09 00 00 
1008,接收,17:27:44.412.0,0x00000123,数据帧,标准帧,0x08,10 09 01 02 05 09 00 00 
1009,接收,17:27:44.412.0,0x00000123,数据帧,标准帧,0x08,10 10 01 02 05 09 00 00 
1010,接收,17:27:44.427.0,0x00000123,数据帧,标准帧,0x08,10 11 01 02 05 09 00 00 
1011,接收,17:27:44.539.0,0x00000123,数据帧,标准帧,0x08,10 12 01 02 05 09 00 00 
1012,接收,17:27:44.689.0,0x00000123,数据帧,标准帧,0x08,10 13 01 02 05 09 00 00 
1013,接收,17:27:44.689.0,0x00000123,数据帧,标准帧,0x08,10 14 01 02 05 09 00 00 
1014,接收,17:27:44.689.0,0x00000123,数据帧,标准帧,0x08,10 15 01 02 05 09 00 00 
1015,接收,17:27:44.827.0,0x00000123,数据帧,标准帧,0x08,10 16 01 02 05 09 00 00 
1016,接收,17:27:44.827.0,0x00000123,数据帧,标准帧,0x08,10 17 01 02 05 09 00 00 
1017,接收,17:27:44.959.0,0x00000123,数据帧,标准帧,0x08,10 18 01 02 05 09 00 00 
1018,接收,17:27:44.959.0,0x00000123,数据帧,标准帧,0x08,10 19 01 02 05 09 00 00 
1019,接收,17:27:45.114.0,0x00000123,数据帧,标准帧,0x08,10 20 01 02 05 09 00 00 
1020,接收,17:27:45.114.0,0x00000123,数据帧,标准帧,0x08,10 21 01 02 05 09 00 00 
1021,接收,17:27:45.114.0,0x00000123,数据帧,标准帧,0x08,10 22 01 02 05 09 00 00 
1022,接收,17:27:45.258.0,0x00000123,数据帧,标准帧,0x08,10 23 01 02 05 09 00 00 
1023,接收,17:27:45.258.0,0x00000123,数据帧,标准帧,0x08,10 24 01 02 05 09 00 00 
